pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FS,2025-07-28,89.8,-2.05,5.58,"Yamamoto, Yoshinobu",666181,808967,,ball,,,,,11.0,Ball,R,L,R,CIN,LAD,B,,,1,1,2025,-0.43,0.3,-1.25,3.05,,,,2,4,Bot,,,,,,,2.901771221281116,-130.92577292382975,-0.9893594753831888,-5.547243941675562,24.469603201126674,-28.691279439525783,3.8,1.9,,,,90.6,1323.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.08,,,,,,,,33,3,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,235.0,0.0,0.053,,,,-0.053,,0,0,0.5132340248968239,0.5132340248968239,26,27,27,27,2,1,6.0,3.0,6.0,1.0,2.49,0.43,-0.43,39.1,,,,,
FS,2025-07-28,89.8,-2.05,5.47,"Yamamoto, Yoshinobu",666181,808967,,ball,,,,,11.0,Ball,R,L,R,CIN,LAD,B,,,0,1,2025,-0.39,0.41,-1.13,3.6,,,,2,4,Bot,,,,,,,3.126924659640466,-130.78779396090124,0.4548798942954156,-5.076586961713256,26.60621702886548,-27.760741374585653,3.8,1.8,,,,90.3,1092.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.01,,,,,,,,33,2,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,239.0,0.0,0.027,,,,-0.027,,0,0,0.5132340248968239,0.5132340248968239,26,27,27,27,2,1,6.0,3.0,6.0,1.0,2.4,0.39,-0.39,37.7,,,,,
FC,2025-07-28,90.5,-2.06,5.45,"Yamamoto, Yoshinobu",666181,808967,,foul,,,,,12.0,Foul,R,L,R,CIN,LAD,S,,,0,0,2025,0.24,0.55,0.89,3.15,,,,2,4,Bot,,,,,,,6.887664198918274,-131.69953140220264,-0.9961255447869128,1.3842036013876005,26.56467931648252,-25.750779817283497,3.8,1.79,2.0,49.0,-54.0,91.0,2417.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.04,,,,,,,,33,1,Cutter,1,1,1,1,1,1,1,1,Infield shade,Standard,177.0,0.0,-0.043,,,,0.043,88.0,0,0,0.5132340248968239,0.5132340248968239,26,27,27,27,2,1,6.0,3.0,6.0,1.0,2.22,-0.24,0.24,40.9,,,,,
SI,2025-07-28,95.6,-1.88,5.46,"Yamamoto, Yoshinobu",663886,808967,strikeout,called_strike,,,,,6.0,Tyler Stephenson called out on strikes.,R,R,R,CIN,LAD,S,2.0,,3,2,2025,-1.19,0.89,0.54,2.44,,,,1,4,Bot,,,,,,,9.09057699104045,-138.89528752399562,-4.317858545186592,-17.50925628321767,31.210809524153326,-19.83503128153656,3.37,1.54,,,,95.7,2323.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.04,,0.0,0.0,1.0,0.0,0.0,,32,7,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,206.0,-0.02,-0.332,,,,0.332,,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,1.61,1.19,1.19,38.7,,,,,
FF,2025-07-28,95.9,-1.98,5.51,"Yamamoto, Yoshinobu",663886,808967,,foul,,,,,5.0,Foul,R,R,R,CIN,LAD,S,,,3,2,2025,-0.63,1.42,0.09,2.59,,,,1,4,Bot,,,,,,,6.9122166106868645,-139.457992780187,-5.343846247376765,-9.792399904728198,31.67619900026436,-12.601748273371069,3.41,1.57,224.0,77.4,46.0,96.2,2342.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.97,,,,,,,,32,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,217.0,-0.001,0.0,65.9,6.9,,0.0,88.0,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,1.06,0.63,0.63,39.3,-1.2901286517952006,12.74137138644608,38.40065298054227,38.84064422515168,19.806844060534587
CU,2025-07-28,75.9,-1.47,5.64,"Yamamoto, Yoshinobu",663886,808967,,ball,,,,,13.0,Ball,R,R,R,CIN,LAD,B,,,2,2,2025,0.89,-1.52,-0.17,1.1,,,,1,4,Bot,,,,,,,1.1305200883005058,-110.49306248273146,0.4432407885451401,6.9796040123942955,22.847376993190817,-44.831609842824626,3.4,1.5,,,,75.9,2885.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.86,,,,,,,,32,5,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,28.0,-0.001,0.104,,,,-0.104,,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,5.53,-0.89,-0.89,51.7,,,,,
FF,2025-07-28,95.9,-1.91,5.53,"Yamamoto, Yoshinobu",663886,808967,,ball,,,,,12.0,Ball,R,R,R,CIN,LAD,B,,,1,2,2025,-0.6,1.26,0.24,4.34,,,,1,4,Bot,,,,,,,7.085613132379815,-139.48883023226952,-0.3895570090622219,-9.473933276341803,31.622684383937273,-15.901958728569744,3.35,1.48,,,,96.1,2224.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.06,,,,,,,,32,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,217.0,-0.001,0.048,,,,-0.048,,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,1.23,0.6,0.6,38.6,,,,,
FS,2025-07-28,91.8,-1.95,5.43,"Yamamoto, Yoshinobu",663886,808967,,called_strike,,,,,7.0,Called Strike,R,R,R,CIN,LAD,S,,,1,1,2025,-1.28,0.14,-0.38,1.75,,,,1,4,Bot,,,,,,,6.773280511017404,-133.54156350764455,-3.7537492552733775,-16.762253298459353,29.32585008590736,-29.911884174056407,3.41,1.57,,,,92.2,1499.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.89,,,,,,,,32,3,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,226.0,-0.001,-0.064,,,,0.064,,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,2.57,1.28,1.28,37.7,,,,,
FF,2025-07-28,95.0,-1.83,5.65,"Yamamoto, Yoshinobu",663886,808967,,called_strike,,,,,9.0,Called Strike,R,R,R,CIN,LAD,S,,,1,0,2025,-0.66,1.33,0.33,1.75,,,,1,4,Bot,,,,,,,7.139849970524679,-137.98670457080038,-7.525782181832325,-10.03671887058078,31.13625046790652,-13.665559279616238,3.41,1.62,,,,95.1,2259.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.03,,,,,,,,32,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,211.0,-0.001,-0.049,,,,0.049,,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,1.21,0.66,0.66,46.9,,,,,
FC,2025-07-28,90.1,-1.98,5.53,"Yamamoto, Yoshinobu",663886,808967,,ball,,,,,12.0,Ball,R,R,R,CIN,LAD,B,,,0,0,2025,0.47,0.62,1.17,2.69,,,,1,4,Bot,,,,,,,6.856357686556594,-131.1332476980748,-2.4397896769637817,4.085497437703235,26.22930385427628,-24.697318882132087,3.41,1.62,,,,90.7,2413.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.96,,,,,,,,32,1,Cutter,1,1,1,1,1,1,1,1,Infield shade,Standard,167.0,-0.001,0.039,,,,-0.039,,0,0,0.53327033717154,0.53327033717154,26,28,27,29,2,1,6.0,2.0,6.0,1.0,2.17,-0.47,-0.47,42.6,,,,,
FF,2025-07-28,95.0,-2.04,5.47,"Yamamoto, Yoshinobu",668715,808967,field_out,hit_into_play,,,,,11.0,Spencer Steer flies out to left fielder Michael Conforto.,R,R,R,CIN,LAD,X,7.0,fly_ball,3,2,2025,-0.63,1.12,-0.95,2.63,,,,0,4,Bot,48.05,123.51,,,,,4.269220711436904,-138.25771526202823,-4.30639203591349,-8.971900782738908,30.009744608960183,-17.105302823330167,3.37,1.57,267.0,76.0,36.0,95.4,2194.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.02,0.122,0.11,0.0,1.0,0.0,0.0,3.0,31,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,211.0,-0.028,-0.345,70.9,7.0,0.145,0.345,88.0,0,0,0.5601857708634705,0.5601857708634705,26,27,27,28,2,1,6.0,2.0,6.0,1.0,1.4,0.63,0.63,38.2,4.1916550257470195,-11.830715206349296,30.935008805791085,22.597841434057106,32.96950273547748
CU,2025-07-28,75.3,-1.68,5.75,"Yamamoto, Yoshinobu",668715,808967,,called_strike,,,,,5.0,Called Strike,R,R,R,CIN,LAD,S,,,3,1,2025,0.99,-1.38,-0.12,2.45,,,,0,4,Bot,,,,,,,1.4714450821445122,-109.53436192635448,2.836833106320559,7.618627249297035,21.977181234341455,-43.966987048404306,3.13,1.24,,,,75.1,2773.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.05,,,,,,,,31,5,Curveball,1,1,1,1,1,1,1,1,Infield shade,Standard,36.0,-0.001,-0.094,,,,0.094,,0,0,0.5601857708634705,0.5601857708634705,26,27,27,28,2,1,6.0,2.0,6.0,1.0,5.45,-0.99,-0.99,48.7,,,,,
FF,2025-07-28,93.9,-1.87,5.56,"Yamamoto, Yoshinobu",668715,808967,,ball,,,,,11.0,Ball,R,R,R,CIN,LAD,B,,,2,1,2025,-0.8,1.11,-1.55,2.53,,,,0,4,Bot,,,,,,,2.5969718627378,-136.71596474350477,-4.577883881570213,-10.56625747830442,30.10465906502637,-17.511433120855443,3.37,1.54,,,,94.2,2214.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.05,,,,,,,,31,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,207.0,-0.001,0.134,,,,-0.134,,0,0,0.5601857708634705,0.5601857708634705,26,27,27,28,2,1,6.0,2.0,6.0,1.0,1.48,0.8,0.8,42.6,,,,,
FS,2025-07-28,90.9,-1.92,5.55,"Yamamoto, Yoshinobu",668715,808967,,ball,,,,,13.0,Ball,R,R,R,CIN,LAD,B,,,1,1,2025,-1.29,-0.13,-0.05,0.25,,,,0,4,Bot,,,,,,,7.482972379382814,-132.08326246189077,-7.088507760402376,-16.6763057004982,28.76393706909936,-32.314205280809325,3.37,1.59,,,,91.2,1523.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.93,,,,,,,,31,3,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,227.0,-0.001,0.055,,,,-0.055,,0,0,0.5601857708634705,0.5601857708634705,26,27,27,28,2,1,6.0,2.0,6.0,1.0,2.9,1.29,1.29,40.4,,,,,
FS,2025-07-28,91.4,-1.85,5.54,"Yamamoto, Yoshinobu",668715,808967,,ball,,,,,14.0,Ball,R,R,R,CIN,LAD,B,,,0,1,2025,-1.32,0.42,0.89,0.42,,,,0,4,Bot,,,,,,,9.775335441998632,-132.49844926857196,-7.891564482248818,-17.656310394581052,28.784179193437843,-25.59414230566545,3.37,1.54,,,,91.4,1724.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.94,,,,,,,,31,2,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,227.0,-0.001,0.031,,,,-0.031,,0,0,0.5601857708634705,0.5601857708634705,26,27,27,28,2,1,6.0,2.0,6.0,1.0,2.33,1.32,1.32,41.0,,,,,
FF,2025-07-28,94.2,-1.82,5.52,"Yamamoto, Yoshinobu",668715,808967,,called_strike,,,,,14.0,Called Strike,R,R,R,CIN,LAD,S,,,0,0,2025,-0.43,1.39,0.94,1.7,,,,0,4,Bot,,,,,,,8.143609820515321,-136.77833788035696,-7.307151387021024,-7.276384585263278,31.248919225538636,-13.263216773262352,3.4,1.57,,,,94.4,2271.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.89,,,,,,,,31,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,213.0,-0.001,-0.039,,,,0.039,,0,0,0.5601857708634705,0.5601857708634705,26,27,27,28,2,1,6.0,2.0,6.0,1.0,1.2,0.43,0.43,42.4,,,,,
FC,2025-07-28,92.2,-1.93,5.52,"Yamamoto, Yoshinobu",666158,808967,field_out,hit_into_play,,,,,3.0,Gavin Lux pops out to shortstop Mookie Betts.,R,L,R,CIN,LAD,X,6.0,popup,2,1,2025,0.23,0.9,0.49,3.01,670770.0,682829.0,,2,3,Bot,108.24,147.63,,,,,5.675407726192969,-134.34597810856417,-2.6075027064820135,1.7399425316301702,26.237697883799665,-20.88824603762959,3.32,1.55,158.0,57.7,52.0,93.0,2354.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.01,0.049,0.044,0.0,1.0,0.0,0.0,1.0,26,4,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,191.0,-0.064,-0.294,75.6,7.0,0.049,0.294,88.0,0,0,0.5644483716132056,0.5644483716132056,26,27,27,28,2,1,6.0,1.0,6.0,1.0,1.75,-0.23,0.23,40.8,15.419702895857244,3.0683703213368516,28.334856695029305,29.061520695334124,28.61768182181506
FS,2025-07-28,91.2,-1.9,5.56,"Yamamoto, Yoshinobu",666158,808967,,blocked_ball,,,,,13.0,Ball In Dirt,R,L,R,CIN,LAD,B,,,1,1,2025,-1.12,0.0,-0.96,0.74,670770.0,682829.0,,2,3,Bot,,,,,,,4.78036099122645,-132.61102966418017,-6.166261138550277,-14.214951338090742,32.45432473565003,-30.931074631745492,3.29,1.43,,,,91.0,1450.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.96,,,,,,,,26,3,Split-Finger,1,1,1,1,1,1,1,1,Standard,Standard,238.0,0.001,0.022,,,,-0.022,,0,0,0.5644483716132056,0.5644483716132056,26,27,27,28,2,1,6.0,1.0,6.0,1.0,2.78,1.12,-1.12,42.3,,,,,
FF,2025-07-28,96.1,-1.94,5.5,"Yamamoto, Yoshinobu",666158,808967,,called_strike,,,,,7.0,Called Strike,R,L,R,CIN,LAD,S,,,1,0,2025,-0.49,1.41,-0.48,1.99,670770.0,,682829.0,2,3,Bot,,,,,,,5.002167243696977,-139.67015616434853,-6.896642419861953,-7.621816895019622,34.416499205746966,-12.32272348694156,3.32,1.53,,,,96.1,2395.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.93,,,,,,,,26,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,213.0,0.01,-0.037,,,,0.037,,0,0,0.555349371043496,0.555349371043496,26,27,27,28,2,1,6.0,1.0,6.0,1.0,1.08,0.49,-0.49,46.3,,,,,
CU,2025-07-28,77.6,-1.85,5.57,"Yamamoto, Yoshinobu",666158,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,0,0,2025,1.12,-1.45,-0.18,1.25,670770.0,,682829.0,2,3,Bot,,,,,,,1.5272708947420308,-112.8771175940222,0.5162288386774241,9.03162749968138,25.666348091745657,-44.68199448340284,3.23,1.45,,,,76.9,2703.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.1,,,,,,,,26,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,36.0,0.0,0.009,,,,-0.009,,0,0,0.555349371043496,0.555349371043496,26,27,27,28,2,1,6.0,1.0,6.0,1.0,5.31,-1.12,1.12,45.8,,,,,
FS,2025-07-28,89.6,-1.91,5.46,"Yamamoto, Yoshinobu",669720,808967,strikeout,swinging_strike,,,,,8.0,Austin Hays strikes out swinging.,R,R,R,CIN,LAD,S,2.0,,0,2,2025,-0.43,0.07,-0.13,1.98,670770.0,,682829.0,1,3,Bot,,,,,,,5.329100280722616,-130.4036635877772,-2.7558739433444246,-6.06768322007978,27.06476258672968,-31.012390206400735,3.29,1.46,,,,89.9,1407.0,6.4,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.05,,0.0,0.0,1.0,0.0,0.0,,25,3,Split-Finger,1,1,1,1,1,1,1,1,Standard,Standard,235.0,-0.075,-0.254,71.2,7.3,,0.254,,0,0,0.6298582619520632,0.6298582619520632,26,29,27,30,2,1,6.0,1.0,6.0,1.0,2.77,0.43,0.43,42.4,19.05290186814632,-16.634302849153254,30.55799366060293,37.00398725038541,38.04547220513513
FS,2025-07-28,90.6,-1.95,5.37,"Yamamoto, Yoshinobu",669720,808967,,swinging_strike,,,,,9.0,Swinging Strike,R,R,R,CIN,LAD,S,,,0,1,2025,-0.85,0.04,0.45,1.58,670770.0,,682829.0,1,3,Bot,,,,,,,7.854922034272494,-131.74333459280342,-3.607538001714021,-11.516846658118212,27.88210868967834,-31.16768781424674,3.29,1.46,,,,91.0,1498.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.92,,,,,,,,25,2,Split-Finger,1,1,1,1,1,1,1,1,Standard,Standard,241.0,-0.003,-0.073,70.8,7.4,,0.073,,0,0,0.6298582619520632,0.6298582619520632,26,29,27,30,2,1,6.0,1.0,6.0,1.0,2.74,0.85,0.85,36.6,18.547572766774604,-14.455707278002167,28.22689912270213,42.95554693336335,42.37232245004831
FF,2025-07-28,94.4,-1.78,5.57,"Yamamoto, Yoshinobu",669720,808967,,called_strike,,,,,1.0,Called Strike,R,R,R,CIN,LAD,S,,,0,0,2025,-0.38,1.34,-0.35,3.29,670770.0,,682829.0,1,3,Bot,,,,,,,4.588624724831904,-137.39429683034555,-3.230817654984,-5.872106502476049,32.159510534008504,-14.753046365694656,3.29,1.33,,,,94.6,2158.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.98,,,,,,,,25,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,211.0,-0.003,-0.041,,,,0.041,,0,0,0.6298582619520632,0.6298582619520632,26,29,27,30,2,1,6.0,1.0,6.0,1.0,1.23,0.38,0.38,45.8,,,,,
FC,2025-07-28,92.0,-2.07,5.57,"Yamamoto, Yoshinobu",682829,808967,single,hit_into_play,,,,,6.0,"Elly De La Cruz singles on a fly ball to shortstop Mookie Betts, deflected by left fielder Michael Conforto. TJ Friedl to 3rd.",R,L,R,CIN,LAD,X,7.0,fly_ball,0,1,2025,0.08,0.78,0.52,2.93,,670770.0,,1,3,Bot,90.05,121.49,,,,,6.4230175291643175,-133.9969267973306,-2.6456778056256245,-0.3044193120974277,25.62934500107605,-22.389515092460105,3.6,1.69,223.0,73.4,45.0,92.9,2469.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.99,0.221,0.231,0.9,1.0,1.0,0.0,3.0,24,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,187.0,0.05,0.577,72.6,6.7,0.299,-0.577,88.0,0,0,0.5773238003373861,0.5773238003373861,26,23,27,23,2,1,6.0,1.0,6.0,1.0,1.88,-0.08,0.08,41.4,7.727434164172389,13.253950730522035,34.55144975057328,30.25506434318064,31.051260655504493
CU,2025-07-28,76.9,-1.63,5.73,"Yamamoto, Yoshinobu",682829,808967,,called_strike,,,,,11.0,Called Strike,R,L,R,CIN,LAD,S,,,0,0,2025,0.94,-1.42,-0.84,2.98,,670770.0,,1,3,Bot,,,,,,,-0.035940965087795,-111.78654588132248,3.8284707629232506,7.828331201922817,21.905667141417933,-44.95159956746468,3.59,1.69,,,,76.9,2919.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.99,,,,,,,,24,1,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,31.0,-0.001,-0.038,,,,0.038,,0,0,0.5773238003373861,0.5773238003373861,26,23,27,23,2,1,6.0,1.0,6.0,1.0,5.31,-0.94,0.94,48.4,,,,,
CU,2025-07-28,78.1,-1.45,5.69,"Yamamoto, Yoshinobu",680574,808967,strikeout,swinging_strike_blocked,,,,,14.0,Matt McLain strikes out swinging.,R,R,R,CIN,LAD,S,2.0,,2,2,2025,1.11,-1.24,0.24,0.82,,670770.0,,0,3,Bot,,,,,,,1.6073668485018051,-113.69574817469024,-1.2091357164656726,9.191969372341424,24.00797048299289,-42.821814629044184,3.13,1.4,,,,78.0,2810.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.99,,0.0,0.0,1.0,0.0,0.0,,23,5,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,33.0,-0.047,-0.286,67.1,8.1,,0.286,,0,0,0.6228104156756847,0.6228104156756847,26,25,27,26,2,1,6.0,1.0,6.0,1.0,5.02,-1.11,-1.11,50.2,26.257864236032468,-24.521945758038637,36.33361913413024,39.83940410865191,49.7088428328679
FS,2025-07-28,91.0,-1.86,5.52,"Yamamoto, Yoshinobu",680574,808967,,ball,,,,,13.0,Ball,R,R,R,CIN,LAD,B,,,1,2,2025,-1.16,0.18,-1.21,2.1,,670770.0,,0,3,Bot,,,,,,,4.131095560745973,-132.46091813249546,-3.089493933774572,-14.532283158376565,27.542312216145596,-29.666052976393473,3.13,1.24,,,,91.5,1185.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.0,,,,,,,,23,4,Split-Finger,1,1,1,1,1,1,1,1,Standard,Standard,232.0,0.0,0.045,,,,-0.045,,0,0,0.6228104156756847,0.6228104156756847,26,25,27,26,2,1,6.0,1.0,6.0,1.0,2.57,1.16,1.16,42.2,,,,,
FF,2025-07-28,95.8,-1.83,5.54,"Yamamoto, Yoshinobu",680574,808967,,foul,,,,,2.0,Foul,R,R,R,CIN,LAD,S,,,1,1,2025,-0.54,1.37,-0.17,2.68,,670770.0,,0,3,Bot,,,,,,,5.619864409099912,-139.3766022022442,-5.043439855814934,-8.31176909117733,31.161475278602794,-13.381048447013011,3.13,1.4,222.0,81.3,58.0,96.1,2386.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.02,,,,,,,,23,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,212.0,0.0,-0.08,70.6,6.2,,0.08,88.0,0,0,0.6228104156756847,0.6228104156756847,26,25,27,26,2,1,6.0,1.0,6.0,1.0,1.11,0.54,0.54,42.3,9.971851508198204,15.212343502937452,29.74682669921632,35.26477648090223,27.7286219851699
FS,2025-07-28,91.9,-1.79,5.49,"Yamamoto, Yoshinobu",680574,808967,,blocked_ball,,,,,14.0,Ball In Dirt,R,R,R,CIN,LAD,B,,,0,1,2025,-1.16,-0.01,0.09,0.19,,670770.0,,0,3,Bot,,,,,,,7.287846944672523,-133.46574365825035,-7.567107106582483,-15.37540901683325,28.163747584388556,-30.87287008774562,3.04,1.23,,,,92.3,1634.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.93,,,,,,,,23,2,Split-Finger,1,1,1,1,1,1,1,1,Standard,Standard,234.0,0.0,0.026,,,,-0.026,,0,0,0.6228104156756847,0.6228104156756847,26,25,27,26,2,1,6.0,1.0,6.0,1.0,2.72,1.16,1.16,41.2,,,,,
SI,2025-07-28,94.8,-1.73,5.65,"Yamamoto, Yoshinobu",680574,808967,,swinging_strike,,,,,2.0,Swinging Strike,R,R,R,CIN,LAD,S,,,0,0,2025,-0.85,1.13,-0.2,3.03,,670770.0,,0,3,Bot,,,,,,,5.914259575521721,-138.03821557396924,-3.7584094415375793,-12.216068102466972,28.92687041153104,-16.999566881984695,3.13,1.4,,,,95.2,2277.0,6.3,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.17,,,,,,,,23,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,210.0,0.0,-0.043,69.8,6.0,,0.043,,0,0,0.6228104156756847,0.6228104156756847,26,25,27,26,2,1,6.0,1.0,6.0,1.0,1.39,0.85,0.85,43.3,5.0716588825972915,19.67052683514296,28.983311311618607,36.42753933534058,18.979091690503537
FF,2025-07-28,95.4,-1.95,5.59,"Yamamoto, Yoshinobu",670770,808967,double,hit_into_play,,,,,5.0,TJ Friedl doubles (16) on a sharp line drive to right fielder Teoscar Hernández.,R,L,R,CIN,LAD,X,9.0,line_drive,0,1,2025,-0.55,1.24,0.24,2.2,,,,0,3,Bot,205.37,115.11,,,,,7.042311352515818,-138.69537413486097,-6.111307773060491,-8.63386118693765,29.890430482461177,-14.952057034580974,3.24,1.48,239.0,105.8,14.0,96.0,2179.0,6.6,776967,687221,518692,808975,500743,605141,624424,681624,606192,53.89,0.728,0.759,1.25,1.0,1.0,1.0,5.0,22,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,213.0,0.068,0.756,71.4,7.0,1.055,-0.756,105.8,0,0,0.5552305102216104,0.5552305102216104,26,29,27,30,2,1,6.0,1.0,6.0,5.0,1.26,0.55,-0.55,41.9,7.9974438951187965,-15.42987091405624,30.00482494900785,31.376903258003697,41.883998885119865
FF,2025-07-28,94.8,-1.93,5.57,"Yamamoto, Yoshinobu",670770,808967,,foul_tip,,,,,4.0,Foul Tip,R,L,R,CIN,LAD,S,,,0,0,2025,-0.75,1.27,-0.76,2.65,,,,0,3,Bot,,,,,,,4.751793766469477,-137.94999234430855,-4.833716176780132,-10.687497580115126,31.37892458458278,-15.044885383929168,3.24,1.48,,,,95.1,2230.0,6.5,776967,687221,518692,808975,500743,605141,624424,681624,606192,54.0,,,,,,,,22,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,218.0,-0.001,-0.039,72.3,6.0,,0.039,,0,0,0.5552305102216104,0.5552305102216104,26,29,27,30,2,1,6.0,1.0,6.0,5.0,1.27,0.75,-0.75,38.0,2.609794012456903,14.015320751230124,27.99892411072415,40.0965050954323,26.915511915585768
