pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FS,2024-03-30,88.9,-1.43,5.32,"Yamamoto, Yoshinobu",687363,808967,,foul,,,,,4.0,Foul,R,L,R,LAD,STL,S,,,0,1,2024,-0.52,0.46,-0.68,2.32,,,,1,3,Top,,,,,,,2.9274610227523663,-129.63164801736164,-2.3953687123586582,-6.4550870063805545,23.31797288116885,-26.708819954498093,3.3,1.5,,,,89.9,1627.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.03,,,,,,,,20,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,242.0,0.0,-0.057,,,,0.057,,0,0,0.5250391702700967,0.4749608297299033,25,23,26,23,1,0,9.0,1.0,7.0,1.0,2.38,0.52,-0.52,40.9,,,,,
CU,2024-03-30,76.4,-1.12,5.48,"Yamamoto, Yoshinobu",687363,808967,,called_strike,,,,,14.0,Called Strike,R,L,R,LAD,STL,S,,,0,0,2024,0.95,-1.26,0.12,1.3,,,,1,3,Top,,,,,,,0.8952080247490253,-111.21715791463774,0.5362978658142961,7.681800240927104,20.954161682326585,-42.94621049493978,3.44,1.65,,,,76.5,2481.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.02,,,,,,,,20,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,38.0,0.0,-0.037,,,,0.037,,0,0,0.5250391702700967,0.4749608297299033,25,23,26,23,1,0,9.0,1.0,7.0,1.0,5.18,-0.95,0.95,47.4,,,,,
FF,2024-03-30,94.2,-1.31,5.39,"Yamamoto, Yoshinobu",543063,808967,field_out,hit_into_play,,,,,1.0,"Brandon Crawford grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,L,R,LAD,STL,X,6.0,ground_ball,3,2,2024,-0.48,1.32,-0.54,3.16,,,,0,3,Top,108.7,144.99,,,,,3.0649636197576364,-137.23749534479362,-3.0741281563605014,-6.7385303773219505,29.266292632968668,-14.967515805681147,3.37,1.57,28.0,100.1,-4.0,94.6,2013.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.11,0.323,0.266,0.0,1.0,0.0,0.0,2.0,19,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,218.0,0.025,-0.333,,,0.377,0.333,100.1,0,0,0.4999999999993272,0.5000000000006728,25,37,26,37,1,0,9.0,,7.0,4.0,1.23,0.48,-0.48,43.4,,,,,
CU,2024-03-30,78.0,-1.17,5.52,"Yamamoto, Yoshinobu",543063,808967,,ball,,,,,11.0,Ball,R,L,R,LAD,STL,B,,,2,2,2024,0.84,-1.14,-1.21,3.92,,,,0,3,Top,,,,,,,-1.6165137544926762,-113.44248942591928,5.558271276334526,7.515380758708915,20.220055391407648,-43.22490910298997,3.31,1.63,,,,78.3,2435.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.03,,,,,,,,19,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,38.0,0.0,0.107,,,,-0.107,,0,0,0.4999999999993272,0.5000000000006728,25,37,26,37,1,0,9.0,,7.0,4.0,4.88,-0.84,0.84,47.9,,,,,
FS,2024-03-30,92.0,-1.21,5.45,"Yamamoto, Yoshinobu",543063,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,STL,B,,,1,2,2024,-1.13,0.16,-0.39,0.69,,,,0,3,Top,,,,,,,4.566164643271169,-133.868146982499,-6.665748931864032,-14.548212203388136,27.107435213122493,-29.057807118251972,3.43,1.69,,,,92.9,1654.0,6.7,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.79,,,,,,,,19,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,233.0,0.0,0.04,,,,-0.04,,0,0,0.4999999999993272,0.5000000000006728,25,37,26,37,1,0,9.0,,7.0,4.0,2.52,1.13,-1.13,44.3,,,,,
FC,2024-03-30,89.9,-1.37,5.5,"Yamamoto, Yoshinobu",543063,808967,,swinging_strike,,,,,12.0,Swinging Strike,R,L,R,LAD,STL,S,,,1,1,2024,0.37,0.72,0.27,4.01,,,,0,3,Top,,,,,,,3.2896081812682123,-131.0702324020865,0.6267844434980554,3.753741576531049,21.508982979779496,-24.023206586004985,3.37,1.57,,,,91.0,2370.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.13,,,,,,,,19,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,178.0,0.0,-0.056,,,,0.056,,0,0,0.4999999999993272,0.5000000000006728,25,37,26,37,1,0,9.0,,7.0,4.0,2.04,-0.37,0.37,43.3,,,,,
FF,2024-03-30,94.0,-1.27,5.4,"Yamamoto, Yoshinobu",543063,808967,,called_strike,,,,,4.0,Called Strike,R,L,R,LAD,STL,S,,,1,0,2024,-0.77,1.3,-0.45,2.59,,,,0,3,Top,,,,,,,3.84000818671306,-136.8904654659834,-4.504433448360702,-10.462395891959469,28.188876251302393,-14.971426134620506,3.38,1.67,,,,94.8,2125.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.95,,,,,,,,19,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.0,-0.049,,,,0.049,,0,0,0.4999999999993272,0.5000000000006728,25,37,26,37,1,0,9.0,,7.0,4.0,1.26,0.77,-0.77,41.6,,,,,
FS,2024-03-30,88.7,-1.37,5.44,"Yamamoto, Yoshinobu",543063,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,STL,B,,,0,0,2024,-0.97,0.14,-0.99,2.33,,,,0,3,Top,,,,,,,2.9808019062940807,-129.19577065201176,-1.894199951385097,-11.5390789242862,25.44373204548213,-30.45661944368514,3.49,1.67,,,,89.5,1386.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.91,,,,,,,,19,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,236.0,0.0,0.038,,,,-0.038,,0,0,0.4999999999993272,0.5000000000006728,25,37,26,37,1,0,9.0,,7.0,4.0,2.74,0.97,-0.97,43.3,,,,,
FS,2024-03-30,90.1,-1.34,5.46,"Yamamoto, Yoshinobu",676475,808967,strikeout,swinging_strike_blocked,,,,,13.0,Alec Burleson strikes out swinging.,R,L,R,LAD,STL,S,2.0,,0,2,2024,-0.93,-0.3,-0.56,0.67,,572761.0,,2,2,Top,,,,,,,3.93999550699532,-131.11766846388537,-5.326646273441827,-11.57877214329859,26.411501097472005,-34.80040604926125,3.42,1.61,,,,90.6,1263.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.99,,0.0,0.0,1.0,0.0,0.0,,13,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,237.0,0.033,-0.195,,,,0.195,,0,0,0.5167596850972294,0.4832403149027706,25,25,26,26,1,0,9.0,1.0,7.0,1.0,3.1,0.93,-0.93,45.3,,,,,
FF,2024-03-30,95.4,-1.39,5.43,"Yamamoto, Yoshinobu",676475,808967,,foul,,,,,5.0,Foul,R,L,R,LAD,STL,S,,,0,1,2024,-0.7,1.08,-0.25,2.28,,572761.0,,2,2,Top,,,,,,,4.554276772524128,-138.88278837851087,-5.131540766759516,-10.064804706646424,28.156188260164868,-17.213277623467956,3.42,1.61,286.0,89.4,44.0,95.8,2106.0,6.3,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.23,,,,,,,,13,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217.0,-0.001,-0.067,,,,0.067,89.4,0,0,0.5167596850972294,0.4832403149027706,25,25,26,26,1,0,9.0,1.0,7.0,1.0,1.4,0.7,-0.7,45.2,,,,,
FS,2024-03-30,90.5,-1.41,5.4,"Yamamoto, Yoshinobu",676475,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,L,R,LAD,STL,S,,,0,0,2024,-1.16,0.42,-0.3,0.54,,572761.0,,2,2,Top,,,,,,,5.272819775833906,-131.72802426305674,-7.2268312456784605,-14.558359620746431,24.733536682968644,-25.991890425132883,3.42,1.61,,,,91.5,1272.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.89,,,,,,,,13,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,237.0,-0.001,-0.04,,,,0.04,,0,0,0.5167596850972294,0.4832403149027706,25,25,26,26,1,0,9.0,1.0,7.0,1.0,2.33,1.16,-1.16,43.4,,,,,
FS,2024-03-30,89.3,-1.22,5.51,"Yamamoto, Yoshinobu",671056,808967,field_out,hit_into_play,,,,,14.0,"Iván Herrera grounds out, catcher Will Smith to first baseman Freddie Freeman.   Matt Carpenter to 2nd.",R,R,R,LAD,STL,X,2.0,ground_ball,1,2,2024,-0.61,0.23,0.4,-0.26,,,572761.0,1,2,Top,131.3,188.08,,,,,5.293257322484591,-129.81960074664056,-8.769948471027703,-7.9219850533239295,24.645758236086184,-28.006683417515426,3.09,1.42,,,,90.3,1267.0,6.7,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.77,,,0.0,,0.0,0.0,,12,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,226.0,0.019,-0.244,,,,0.244,,0,0,0.4973802369153334,0.5026197630846665,25,24,26,24,1,0,9.0,,7.0,3.0,2.61,0.61,0.61,46.0,,,,,
FF,2024-03-30,94.9,-1.4,5.39,"Yamamoto, Yoshinobu",671056,808967,,called_strike,,,,,14.0,Called Strike,R,R,R,LAD,STL,S,,,1,1,2024,-0.47,1.21,0.86,2.19,,,572761.0,1,2,Top,,,,,,,7.0062530455196015,-138.07783070754382,-5.5050379214776495,-7.476227949917087,27.81686988798292,-15.635601794178909,3.34,1.56,,,,95.8,2230.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.92,,,,,,,,12,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210.0,0.0,-0.059,,,,0.059,,0,0,0.4973802369153334,0.5026197630846665,25,24,26,24,1,0,9.0,,7.0,3.0,1.3,0.47,0.47,41.7,,,,,
CU,2024-03-30,79.0,-1.17,5.53,"Yamamoto, Yoshinobu",671056,808967,,called_strike,,,,,8.0,Called Strike,R,R,R,LAD,STL,S,,,1,0,2024,1.01,-1.46,0.0,2.02,,,572761.0,1,2,Top,,,,,,,0.6599030643759543,-115.04357077430495,1.930592703838532,8.74294064381186,23.002605458178746,-45.70069479226646,3.16,1.57,,,,79.0,2790.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.11,,,,,,,,12,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,35.0,0.0,-0.047,,,,0.047,,0,0,0.4973802369153334,0.5026197630846665,25,24,26,24,1,0,9.0,,7.0,3.0,5.13,-1.01,-1.01,50.5,,,,,
CU,2024-03-30,76.7,-1.18,5.59,"Yamamoto, Yoshinobu",671056,808967,,ball,,,,,8.0,Ball,R,R,R,LAD,STL,B,,,0,0,2024,0.97,-1.47,0.06,1.56,,,572761.0,1,2,Top,,,,,,,0.8631522001143925,-111.60071387664082,1.2052682087932616,7.89659933234787,22.15768396840716,-44.80909698157555,3.29,1.58,,,,76.4,2641.0,6.3,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.19,,,,,,,,12,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,33.0,0.0,0.036,,,,-0.036,,0,0,0.4973802369153334,0.5026197630846665,25,24,26,24,1,0,9.0,,7.0,3.0,5.37,-0.97,-0.97,49.9,,,,,
FF,2024-03-30,95.3,-1.41,5.4,"Yamamoto, Yoshinobu",572761,808967,single,hit_into_play,,,,,5.0,Matt Carpenter singles on a fly ball to left fielder Teoscar Hernández.,R,L,R,LAD,STL,X,7.0,fly_ball,3,2,2024,-0.54,1.25,-0.25,2.69,,,,1,2,Top,84.95,118.03,,,,,4.295327072235603,-138.81307339959838,-4.365430223122648,-7.945833638409187,29.23697512606189,-15.239754350006208,3.57,1.74,229.0,69.7,36.0,96.2,2111.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.89,0.631,0.61,0.9,1.0,1.0,0.0,3.0,11,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,217.0,-0.026,0.345,,,0.714,-0.345,88.0,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,1.24,0.54,-0.54,41.6,,,,,
FS,2024-03-30,89.3,-1.42,5.45,"Yamamoto, Yoshinobu",572761,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,STL,B,,,2,2,2024,-0.79,-0.15,-1.42,2.57,,,,1,2,Top,,,,,,,1.654807758463905,-130.06017718831865,-0.7650180711528527,-9.2685669945377,27.70795052311049,-33.89731494189009,3.58,1.81,,,,89.6,1000.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.03,,,,,,,,11,6,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,244.0,0.0,0.108,,,,-0.108,,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,3.0,0.79,-0.79,43.0,,,,,
FF,2024-03-30,95.4,-1.23,5.46,"Yamamoto, Yoshinobu",572761,808967,,foul,,,,,2.0,Foul,R,L,R,LAD,STL,S,,,2,2,2024,-0.67,1.3,0.03,3.33,,,,1,2,Top,,,,,,,4.818791328234111,-138.87924307383733,-2.917869091631035,-9.689948197193273,30.297417916406022,-14.85958290890863,3.57,1.74,219.0,69.8,31.0,95.6,2160.0,6.3,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.19,,,,,,,,11,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,213.0,0.0,0.0,,,,0.0,88.0,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,1.2,0.67,-0.67,43.0,,,,,
CU,2024-03-30,77.7,-1.07,5.56,"Yamamoto, Yoshinobu",572761,808967,,ball,,,,,14.0,Ball,R,L,R,LAD,STL,B,,,1,2,2024,1.13,-1.57,0.61,0.91,,,,1,2,Top,,,,,,,1.5219731583821623,-113.08207738596762,-0.0725939828532657,9.22753705346373,23.8006772762499,-45.69592338812887,3.53,1.82,,,,77.5,2831.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.01,,,,,,,,11,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,28.0,0.0,0.043,,,,-0.043,,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,5.39,-1.13,1.13,53.8,,,,,
CU,2024-03-30,77.6,-1.1,5.56,"Yamamoto, Yoshinobu",572761,808967,,swinging_strike,,,,,9.0,Swinging Strike,R,L,R,LAD,STL,S,,,1,1,2024,1.19,-1.31,0.44,1.82,,,,1,2,Top,,,,,,,1.1196665954076743,-113.0069779078272,1.369860640653187,9.908333123583292,22.235607751554458,-43.826968255227285,3.57,1.74,,,,77.6,2840.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.09,,,,,,,,11,3,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,31.0,0.0,-0.061,,,,0.061,,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,5.11,-1.19,1.19,48.1,,,,,
CU,2024-03-30,77.5,-1.24,5.59,"Yamamoto, Yoshinobu",572761,808967,,called_strike,,,,,14.0,Called Strike,R,L,R,LAD,STL,S,,,1,0,2024,1.22,-1.26,0.71,1.63,,,,1,2,Top,,,,,,,1.9410652498010916,-112.74406409891472,0.8616119464879364,9.892564541842669,22.94215154864635,-43.247662003826825,3.75,1.81,,,,77.2,2837.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.1,,,,,,,,11,2,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,39.0,0.0,-0.051,,,,0.051,,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,5.1,-1.22,1.22,50.6,,,,,
FF,2024-03-30,95.0,-1.27,5.47,"Yamamoto, Yoshinobu",572761,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,STL,B,,,0,0,2024,-0.61,1.36,-0.04,1.41,,,,1,2,Top,,,,,,,4.613142055056885,-138.18441476525794,-8.050400068979569,-8.847989497559139,29.267033721262848,-13.17025072399472,3.71,1.9,,,,95.4,2171.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.09,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,214.0,0.0,0.039,,,,-0.039,,0,0,0.5233445481153619,0.4766554518846381,25,38,26,39,1,0,9.0,1.0,7.0,2.0,1.16,0.61,-0.61,41.2,,,,,
FF,2024-03-30,95.0,-1.35,5.49,"Yamamoto, Yoshinobu",571448,808967,field_out,hit_into_play,,,,,5.0,Nolan Arenado flies out to right fielder Jason Heyward.,R,R,R,LAD,STL,X,9.0,fly_ball,0,0,2024,-0.59,1.32,0.02,2.68,,,,0,2,Top,165.27,67.89,,,,,4.937326865845144,-138.33573869266323,-4.735198113843668,-8.650720427690244,28.869671183910864,-14.277256544631308,3.37,1.67,339.0,95.2,34.0,95.8,2184.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.92,0.123,0.219,0.0,1.0,0.0,0.0,3.0,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217.0,0.023,-0.254,,,0.418,0.254,95.2,0,0,0.4999999999974131,0.5000000000025868,25,33,26,33,1,0,9.0,1.0,7.0,1.0,1.18,0.59,0.59,45.0,,,,,
FS,2024-03-30,90.6,-1.33,5.4,"Yamamoto, Yoshinobu",669357,808967,strikeout,swinging_strike,,,,,13.0,Nolan Gorman strikes out swinging.,R,L,R,LAD,STL,S,2.0,,2,2,2024,-0.36,0.08,-0.24,1.33,,,,2,1,Top,,,,,,,3.5045210989153976,-131.9748625277612,-4.507260013421149,-4.876214728195794,24.185023141446734,-30.604824107828424,3.31,1.57,,,,91.7,1272.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.89,,0.0,0.0,1.0,0.0,0.0,,3,5,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,237.0,0.009,-0.219,,,,0.219,,0,0,0.5379144392653283,0.4620855607346716,25,24,26,24,1,0,9.0,1.0,7.0,1.0,2.66,0.36,-0.36,44.1,,,,,
CU,2024-03-30,78.1,-1.15,5.48,"Yamamoto, Yoshinobu",669357,808967,,swinging_strike,,,,,8.0,Swinging Strike,R,L,R,LAD,STL,S,,,2,1,2024,1.14,-1.36,0.1,1.79,,,,2,1,Top,,,,,,,0.610290019577655,-113.7541357172606,1.4941913981041282,9.6882297507088,22.35875986358695,-44.44153648703717,3.31,1.57,,,,78.3,2639.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.94,,,,,,,,3,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33.0,-0.001,-0.084,,,,0.084,,0,0,0.5379144392653283,0.4620855607346716,25,24,26,24,1,0,9.0,1.0,7.0,1.0,5.11,-1.14,1.14,49.2,,,,,
FF,2024-03-30,96.0,-1.38,5.3,"Yamamoto, Yoshinobu",669357,808967,,ball,,,,,14.0,Ball,R,L,R,LAD,STL,B,,,1,1,2024,-0.58,1.07,1.03,0.76,,,,2,1,Top,,,,,,,7.710989432786765,-139.4633139168931,-8.907630300180877,-9.164663698324864,29.296968663708235,-16.34700536949235,3.55,1.74,,,,96.7,2183.0,6.7,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.84,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,218.0,-0.001,0.058,,,,-0.058,,0,0,0.5379144392653283,0.4620855607346716,25,24,26,24,1,0,9.0,1.0,7.0,1.0,1.39,0.58,-0.58,41.0,,,,,
CU,2024-03-30,77.7,-1.05,5.53,"Yamamoto, Yoshinobu",669357,808967,,swinging_strike,,,,,14.0,Swinging Strike,R,L,R,LAD,STL,S,,,1,0,2024,1.23,-1.5,0.37,1.41,,,,2,1,Top,,,,,,,0.7946311030222998,-113.13379147399937,0.907706018176104,10.269322709348817,23.220948442641586,-45.347916613913874,3.31,1.57,,,,77.5,2692.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.12,,,,,,,,3,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33.0,-0.001,-0.051,,,,0.051,,0,0,0.5379144392653283,0.4620855607346716,25,24,26,24,1,0,9.0,1.0,7.0,1.0,5.31,-1.23,1.23,55.5,,,,,
FF,2024-03-30,95.8,-1.5,5.39,"Yamamoto, Yoshinobu",669357,808967,,ball,,,,,13.0,Ball,R,L,R,LAD,STL,B,,,0,0,2024,-0.59,1.11,-1.35,1.71,,,,2,1,Top,,,,,,,1.7371163853985443,-139.35110912879853,-6.632103455368384,-8.127322880542426,31.991425690396515,-16.39853914349215,3.63,1.73,,,,95.9,2028.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.11,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,217.0,-0.001,0.04,,,,-0.04,,0,0,0.5379144392653283,0.4620855607346716,25,24,26,24,1,0,9.0,1.0,7.0,1.0,1.38,0.59,-0.59,45.6,,,,,
FS,2024-03-30,88.9,-1.2,5.41,"Yamamoto, Yoshinobu",502671,808967,strikeout,swinging_strike_blocked,,,,,14.0,Paul Goldschmidt strikes out swinging.,R,R,R,LAD,STL,S,2.0,,2,2,2024,-0.61,0.15,0.73,0.84,,,,1,1,Top,,,,,,,6.0118064448584185,-129.38426018105474,-5.531773205168296,-8.07046466843695,25.153508435449368,-29.527516110548625,3.44,1.65,,,,89.4,1161.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.04,,0.0,0.0,1.0,0.0,0.0,,2,7,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,243.0,0.015,-0.225,,,,0.225,,0,0,0.5219503847176113,0.4780496152823886,25,36,26,37,1,0,9.0,1.0,7.0,1.0,2.71,0.61,0.61,44.9,,,,,
FF,2024-03-30,96.3,-1.25,5.38,"Yamamoto, Yoshinobu",502671,808967,,foul,,,,,6.0,Foul,R,R,R,LAD,STL,S,,,2,2,2024,-0.55,1.4,0.74,2.27,,,,1,1,Top,,,,,,,6.589830006600612,-140.0696102477682,-5.867625280641303,-8.806936227983526,32.48199488970806,-12.64819169780709,3.44,1.65,244.0,82.0,41.0,96.6,2155.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.96,,,,,,,,2,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,219.0,0.0,0.0,,,,0.0,88.0,0,0,0.5219503847176113,0.4780496152823886,25,36,26,37,1,0,9.0,1.0,7.0,1.0,1.07,0.55,0.55,41.0,,,,,
CU,2024-03-30,80.0,-1.02,5.55,"Yamamoto, Yoshinobu",502671,808967,,foul,,,,,5.0,Foul,R,R,R,LAD,STL,S,,,2,2,2024,0.96,-1.2,-0.25,2.55,,,,1,1,Top,,,,,,,-0.1189901847981365,-116.49163688587346,2.424267151167858,8.70574710943299,22.93485507232323,-43.79211087361754,3.44,1.65,115.0,65.4,70.0,80.2,2504.0,6.5,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.02,,,,,,,,2,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,37.0,0.0,0.0,,,,0.0,88.0,0,0,0.5219503847176113,0.4780496152823886,25,36,26,37,1,0,9.0,1.0,7.0,1.0,4.77,-0.96,-0.96,50.6,,,,,
FS,2024-03-30,88.0,-1.25,5.46,"Yamamoto, Yoshinobu",502671,808967,,ball,,,,,11.0,Ball,R,R,R,LAD,STL,B,,,1,2,2024,0.14,0.16,-1.08,3.79,,,,1,1,Top,,,,,,,0.1523177527438635,-128.1460274653962,1.741083290649014,1.456757263037218,27.346207628682528,-30.99522936173771,3.41,1.79,,,,88.2,824.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.07,,,,,,,,2,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,262.0,0.0,0.043,,,,-0.043,,0,0,0.5219503847176113,0.4780496152823886,25,36,26,37,1,0,9.0,1.0,7.0,1.0,2.79,-0.14,-0.14,46.7,,,,,
FS,2024-03-30,90.0,-1.11,5.45,"Yamamoto, Yoshinobu",502671,808967,,ball,,,,,13.0,Ball,R,R,R,LAD,STL,B,,,0,2,2024,-0.31,-0.24,-0.48,0.61,,,,1,1,Top,,,,,,,2.232139298619612,-131.11378190986852,-5.665212221023526,-3.998913242704897,23.856726061354724,-34.08067616952213,3.45,1.8,,,,91.1,1105.0,6.6,746168,669257,518692,666158,571970,605141,606192,681546,518792,53.92,,,,,,,,2,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,244.0,0.0,0.02,,,,-0.02,,0,0,0.5219503847176113,0.4780496152823886,25,36,26,37,1,0,9.0,1.0,7.0,1.0,3.01,0.31,0.31,44.4,,,,,
FF,2024-03-30,95.3,-1.3,5.41,"Yamamoto, Yoshinobu",502671,808967,,called_strike,,,,,7.0,Called Strike,R,R,R,LAD,STL,S,,,0,1,2024,-0.54,1.11,-0.52,2.04,,,,1,1,Top,,,,,,,3.2713166788914845,-138.73340595931415,-5.753608123456129,-7.634194670931149,28.36529582019667,-16.75809897297648,3.53,1.71,,,,95.8,2133.0,6.4,746168,669257,518692,666158,571970,605141,606192,681546,518792,54.11,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,216.0,0.0,-0.057,,,,0.057,,0,0,0.5219503847176113,0.4780496152823886,25,36,26,37,1,0,9.0,1.0,7.0,1.0,1.38,0.54,0.54,50.0,,,,,
